person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,total_loan_cost,disposable_income_est,emp_to_age_ratio,cred_hist_to_age_ratio,high_risk_flag
31.0,42000.0,MORTGAGE,3.0,MEDICAL,A,9000.0,6.99,0,0.21,N,8.0,26-35,low-middle,medium,9629.1,33000.0,0.0967741935483871,0.25806451612903225,0
30.0,42000.0,OWN,3.0,PERSONAL,C,4000.0,15.23,0,0.1,Y,9.0,26-35,low-middle,small,4609.2,38000.0,0.1,0.3,0
35.0,36000.0,MORTGAGE,4.0,EDUCATION,B,16000.0,10.99,1,0.44,N,8.0,26-35,low-middle,very large,17758.4,20000.0,0.11428571428571428,0.22857142857142856,0
28.0,42000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.14,N,9.0,26-35,low-middle,medium,6325.2,36000.0,0.17857142857142858,0.32142857142857145,0
27.0,42000.0,MORTGAGE,11.0,PERSONAL,A,3500.0,8.49,0,0.08,N,9.0,26-35,low-middle,small,3797.15,38500.0,0.4074074074074074,0.3333333333333333,0
31.0,20800.0,RENT,3.0,MEDICAL,D,9750.0,17.19,1,0.47,Y,6.0,26-35,low,medium,11426.025,11050.0,0.0967741935483871,0.1935483870967742,1
28.0,21600.0,RENT,4.0,VENTURE,D,9750.0,10.720000000000002,1,0.45,N,10.0,26-35,low,medium,10795.199999999999,11850.0,0.14285714285714285,0.35714285714285715,0
28.0,32400.0,RENT,3.0,MEDICAL,D,4900.0,14.12,1,0.15,N,7.0,26-35,low-middle,small,5591.88,27500.0,0.10714285714285714,0.25,0
27.0,43000.0,RENT,8.0,VENTURE,B,4900.0,9.91,0,0.11,N,5.0,26-35,low-middle,small,5385.59,38100.0,0.2962962962962963,0.18518518518518517,0
33.0,38000.0,RENT,10.0,EDUCATION,C,4900.0,10.28,1,0.13,Y,6.0,26-35,low-middle,small,5403.72,33100.0,0.30303030303030304,0.18181818181818182,0
29.0,64000.0,RENT,13.0,PERSONAL,C,4900.0,10.39,0,0.08,Y,10.0,26-35,middle,small,5409.110000000001,59100.0,0.4482758620689655,0.3448275862068966,0
28.0,42100.0,RENT,0.0,PERSONAL,B,4925.0,11.49,0,0.12,N,7.0,26-35,low-middle,small,5490.8825,37175.0,0.0,0.25,0
27.0,30000.0,RENT,5.0,PERSONAL,B,4975.0,10.37,0,0.17,N,10.0,26-35,low-middle,small,5490.907499999999,25025.0,0.18518518518518517,0.37037037037037035,0
30.0,42000.0,OWN,8.0,MEDICAL,C,8000.0,12.99,0,0.19,N,9.0,26-35,low-middle,medium,9039.2,34000.0,0.26666666666666666,0.3,0
33.0,42000.0,MORTGAGE,2.0,PERSONAL,A,9050.0,7.49,0,0.22,N,7.0,26-35,low-middle,medium,9727.845,32950.0,0.06060606060606061,0.21212121212121213,0
29.0,27919.0,RENT,3.4,VENTURE,B,5000.0,13.163999999999998,0,0.18,N,10.0,26-35,low-middle,small,5658.2,22919.0,0.11724137931034483,0.3448275862068966,0
29.0,28000.0,RENT,2.0,MEDICAL,D,5000.0,16.07,1,0.18,N,8.0,26-35,low-middle,small,5803.5,23000.0,0.06896551724137931,0.27586206896551724,0
29.0,28140.0,RENT,0.0,MEDICAL,A,5000.0,7.29,0,0.18,N,9.0,26-35,low-middle,small,5364.5,23140.0,0.0,0.3103448275862069,0
34.0,42000.0,MORTGAGE,17.0,HOMEIMPROVEMENT,A,2000.0,5.79,0,0.05,N,8.0,26-35,low-middle,small,2115.8,40000.0,0.5,0.23529411764705882,0
28.0,28800.0,RENT,2.0,VENTURE,B,5000.0,10.65,0,0.17,N,9.0,26-35,low-middle,small,5532.5,23800.0,0.07142857142857142,0.32142857142857145,0
32.0,28800.0,RENT,16.0,MEDICAL,B,5000.0,10.59,0,0.17,N,9.0,26-35,low-middle,small,5529.500000000001,23800.0,0.5,0.28125,0
31.0,28800.0,RENT,1.0,VENTURE,B,5000.0,9.25,0,0.17,N,7.0,26-35,low-middle,small,5462.5,23800.0,0.03225806451612903,0.22580645161290322,0
27.0,28800.0,RENT,6.0,EDUCATION,D,5000.0,14.96,0,0.17,Y,5.0,26-35,low-middle,small,5748.0,23800.0,0.2222222222222222,0.18518518518518517,0
27.0,28968.0,RENT,1.0,PERSONAL,C,5000.0,13.16,0,0.17,Y,5.0,26-35,low-middle,small,5658.0,23968.0,0.037037037037037035,0.18518518518518517,0
29.0,29000.0,RENT,3.0,VENTURE,C,5000.0,15.23,0,0.17,Y,7.0,26-35,low-middle,small,5761.499999999999,24000.0,0.10344827586206896,0.2413793103448276,0
32.0,42000.0,MORTGAGE,16.0,DEBTCONSOLIDATION,A,10375.0,5.42,0,0.25,N,7.0,26-35,low-middle,large,10937.325,31625.0,0.5,0.21875,0
32.0,42000.0,MORTGAGE,3.8,PERSONAL,A,1225.0,5.79,0,0.03,N,10.0,26-35,low-middle,small,1295.9275,40775.0,0.11875,0.3125,0
34.0,29152.0,RENT,2.0,VENTURE,B,5000.0,10.36,0,0.17,N,7.0,26-35,low-middle,small,5518.0,24152.0,0.058823529411764705,0.20588235294117646,0
28.0,42000.0,MORTGAGE,6.0,EDUCATION,B,5000.0,10.37,0,0.12,N,5.0,26-35,low-middle,small,5518.499999999999,37000.0,0.21428571428571427,0.17857142857142858,0
33.0,42000.0,MORTGAGE,5.0,EDUCATION,A,9000.0,5.79,0,0.21,N,5.0,26-35,low-middle,medium,9521.1,33000.0,0.15151515151515152,0.15151515151515152,0
34.0,42000.0,MORTGAGE,7.0,MEDICAL,B,7500.0,11.11,0,0.18,N,7.0,26-35,low-middle,medium,8333.25,34500.0,0.20588235294117646,0.20588235294117646,0
31.0,30000.0,RENT,4.0,HOMEIMPROVEMENT,B,5000.0,9.91,1,0.17,N,5.0,26-35,low-middle,small,5495.5,25000.0,0.12903225806451613,0.16129032258064516,0
29.0,30000.0,RENT,3.0,MEDICAL,B,5000.0,11.49,0,0.17,N,9.0,26-35,low-middle,small,5574.5,25000.0,0.10344827586206896,0.3103448275862069,0
27.0,30000.0,RENT,0.0,MEDICAL,C,5000.0,13.72,0,0.17,N,8.0,26-35,low-middle,small,5686.0,25000.0,0.0,0.2962962962962963,0
28.0,30000.0,RENT,1.0,PERSONAL,A,5000.0,6.17,0,0.17,N,6.0,26-35,low-middle,small,5308.5,25000.0,0.03571428571428571,0.21428571428571427,0
28.0,30000.0,RENT,3.0,MEDICAL,B,5000.0,9.88,0,0.17,N,8.0,26-35,low-middle,small,5494.0,25000.0,0.10714285714285714,0.2857142857142857,0
33.0,30000.0,RENT,0.0,MEDICAL,A,5000.0,7.74,0,0.17,N,8.0,26-35,low-middle,small,5387.0,25000.0,0.0,0.24242424242424243,0
29.0,36000.0,MORTGAGE,6.0,PERSONAL,A,8000.0,6.54,1,0.22,N,8.0,26-35,low-middle,medium,8523.199999999999,28000.0,0.20689655172413793,0.27586206896551724,0
28.0,42000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,12000.0,9.62,0,0.29,N,7.0,26-35,low-middle,large,13154.400000000001,30000.0,0.0,0.25,0
29.0,30000.0,RENT,3.0,VENTURE,A,5000.0,9.32,0,0.17,N,5.0,26-35,low-middle,small,5466.0,25000.0,0.10344827586206896,0.1724137931034483,0
30.0,30240.0,RENT,1.0,EDUCATION,C,5000.0,14.72,0,0.17,Y,10.0,26-35,low-middle,small,5736.0,25240.0,0.03333333333333333,0.3333333333333333,0
29.0,30796.0,RENT,13.0,MEDICAL,D,5000.0,14.96,0,0.16,Y,8.0,26-35,low-middle,small,5748.0,25796.0,0.4482758620689655,0.27586206896551724,0
32.0,30960.0,RENT,5.0,VENTURE,B,5000.0,11.49,0,0.16,N,10.0,26-35,low-middle,small,5574.5,25960.0,0.15625,0.3125,0
30.0,31000.0,RENT,1.0,VENTURE,B,5000.0,9.91,0,0.16,N,10.0,26-35,low-middle,small,5495.5,26000.0,0.03333333333333333,0.3333333333333333,0
35.0,31000.0,RENT,0.0,VENTURE,C,5000.0,14.35,0,0.16,N,7.0,26-35,low-middle,small,5717.5,26000.0,0.0,0.2,0
29.0,31100.0,RENT,2.0,DEBTCONSOLIDATION,B,5000.0,9.63,0,0.16,N,8.0,26-35,low-middle,small,5481.5,26100.0,0.06896551724137931,0.27586206896551724,0
34.0,42000.0,OWN,1.0,VENTURE,A,22750.0,6.91,0,0.54,N,10.0,26-35,low-middle,very large,24322.024999999998,19250.0,0.029411764705882353,0.29411764705882354,0
31.0,42000.0,OWN,0.0,HOMEIMPROVEMENT,B,7200.0,9.99,0,0.17,N,8.0,26-35,low-middle,medium,7919.280000000001,34800.0,0.0,0.25806451612903225,0
35.0,31577.0,RENT,6.0,MEDICAL,B,5000.0,9.99,0,0.16,N,9.0,26-35,low-middle,small,5499.500000000001,26577.0,0.17142857142857143,0.2571428571428571,0
28.0,42000.0,MORTGAGE,12.0,VENTURE,A,11000.0,5.42,0,0.26,N,7.0,26-35,low-middle,large,11596.2,31000.0,0.42857142857142855,0.25,0
28.0,32000.0,RENT,5.0,MEDICAL,A,5000.0,6.99,0,0.16,N,7.0,26-35,low-middle,small,5349.5,27000.0,0.17857142857142858,0.25,0
27.0,42000.0,MORTGAGE,0.0,PERSONAL,C,8000.0,13.61,0,0.19,Y,9.0,26-35,low-middle,medium,9088.8,34000.0,0.0,0.3333333333333333,0
29.0,32400.0,RENT,4.8,MEDICAL,A,5000.0,8.9,0,0.15,N,8.0,26-35,low-middle,small,5445.0,27400.0,0.16551724137931034,0.27586206896551724,0
27.0,32400.0,RENT,7.0,MEDICAL,C,5000.0,12.27,0,0.15,N,6.0,26-35,low-middle,small,5613.5,27400.0,0.25925925925925924,0.2222222222222222,0
29.0,42000.0,OWN,13.0,MEDICAL,A,2500.0,6.76,0,0.06,N,5.0,26-35,low-middle,small,2669.0000000000005,39500.0,0.4482758620689655,0.1724137931034483,0
32.0,32496.0,RENT,4.0,EDUCATION,D,5000.0,10.53,0,0.15,N,6.0,26-35,low-middle,small,5526.5,27496.0,0.125,0.1875,0
33.0,42000.0,MORTGAGE,12.0,VENTURE,A,6400.0,7.88,0,0.15,N,10.0,26-35,low-middle,medium,6904.32,35600.0,0.36363636363636365,0.30303030303030304,0
27.0,32760.0,RENT,4.0,PERSONAL,D,5000.0,15.21,0,0.15,Y,9.0,26-35,low-middle,small,5760.499999999999,27760.0,0.14814814814814814,0.3333333333333333,0
28.0,42000.0,MORTGAGE,4.0,PERSONAL,B,10000.0,10.75,0,0.24,N,9.0,26-35,low-middle,medium,11075.0,32000.0,0.14285714285714285,0.32142857142857145,0
29.0,33000.0,RENT,6.0,MEDICAL,A,5000.0,8.9,0,0.15,N,7.0,26-35,low-middle,small,5445.0,28000.0,0.20689655172413793,0.2413793103448276,0
27.0,33000.0,RENT,9.0,PERSONAL,B,5000.0,10.0,0,0.15,N,10.0,26-35,low-middle,small,5500.0,28000.0,0.3333333333333333,0.37037037037037035,0
27.0,42000.0,OWN,3.0,PERSONAL,B,8500.0,10.38,0,0.2,N,7.0,26-35,low-middle,medium,9382.300000000001,33500.0,0.1111111111111111,0.25925925925925924,0
27.0,33000.0,RENT,4.0,EDUCATION,C,5000.0,14.22,0,0.15,Y,10.0,26-35,low-middle,small,5710.999999999999,28000.0,0.14814814814814814,0.37037037037037035,0
29.0,42000.0,MORTGAGE,5.0,MEDICAL,C,2500.0,13.98,0,0.06,N,8.0,26-35,low-middle,small,2849.5,39500.0,0.1724137931034483,0.27586206896551724,0
28.0,33600.0,RENT,12.0,VENTURE,A,5000.0,5.42,0,0.15,N,8.0,26-35,low-middle,small,5271.0,28600.0,0.42857142857142855,0.2857142857142857,0
27.0,42000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4200.0,6.76,0,0.1,N,7.0,26-35,low-middle,small,4483.92,37800.0,0.0,0.25925925925925924,0
29.0,33600.0,RENT,0.0,DEBTCONSOLIDATION,C,5000.0,13.92,0,0.15,Y,10.0,26-35,low-middle,small,5696.0,28600.0,0.0,0.3448275862068966,0
27.0,33600.0,RENT,8.0,MEDICAL,C,5000.0,12.87,0,0.15,Y,6.0,26-35,low-middle,small,5643.5,28600.0,0.2962962962962963,0.2222222222222222,0
29.0,42000.0,MORTGAGE,8.0,PERSONAL,C,7800.0,13.11,0,0.19,N,9.0,26-35,low-middle,medium,8822.58,34200.0,0.27586206896551724,0.3103448275862069,0
30.0,42000.0,MORTGAGE,13.0,EDUCATION,D,3000.0,15.33,0,0.07,Y,9.0,26-35,low-middle,small,3459.9,39000.0,0.43333333333333335,0.3,0
31.0,34000.0,RENT,3.0,DEBTCONSOLIDATION,A,5000.0,5.42,0,0.15,N,7.0,26-35,low-middle,small,5271.0,29000.0,0.0967741935483871,0.22580645161290322,0
27.0,34152.0,RENT,5.0,MEDICAL,C,5000.0,13.79,0,0.15,N,10.0,26-35,low-middle,small,5689.5,29152.0,0.18518518518518517,0.37037037037037035,0
28.0,42000.0,MORTGAGE,13.0,PERSONAL,D,8500.0,14.96,0,0.2,N,10.0,26-35,low-middle,medium,9771.6,33500.0,0.4642857142857143,0.35714285714285715,0
35.0,34868.0,RENT,14.0,MEDICAL,E,5000.0,6.0,1,0.14,N,6.0,26-35,low-middle,small,5300.0,29868.0,0.4,0.17142857142857143,0
31.0,35000.0,RENT,3.0,VENTURE,B,5000.0,10.65,0,0.14,N,5.0,26-35,low-middle,small,5532.5,30000.0,0.0967741935483871,0.16129032258064516,0
28.0,29000.0,RENT,1.0,PERSONAL,C,5000.0,15.96,1,0.17,Y,7.0,26-35,low-middle,small,5798.0,24000.0,0.03571428571428571,0.25,0
33.0,35000.0,RENT,0.0,PERSONAL,A,5000.0,8.9,0,0.14,N,5.0,26-35,low-middle,small,5445.0,30000.0,0.0,0.15151515151515152,0
27.0,35000.0,RENT,9.0,DEBTCONSOLIDATION,B,5000.0,11.49,0,0.14,N,8.0,26-35,low-middle,small,5574.5,30000.0,0.3333333333333333,0.2962962962962963,0
29.0,35000.0,RENT,1.0,MEDICAL,A,5000.0,11.08,0,0.14,N,9.0,26-35,low-middle,small,5554.0,30000.0,0.034482758620689655,0.3103448275862069,0
27.0,35004.0,RENT,7.0,MEDICAL,B,5000.0,10.75,0,0.14,N,8.0,26-35,low-middle,small,5537.5,30004.0,0.25925925925925924,0.2962962962962963,0
32.0,42000.0,OWN,0.0,PERSONAL,B,10400.0,11.14,0,0.25,N,9.0,26-35,low-middle,large,11558.56,31600.0,0.0,0.28125,0
27.0,36000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,E,15200.0,16.35,1,0.42,Y,6.0,26-35,low-middle,very large,17685.2,20800.0,0.3333333333333333,0.2222222222222222,1
35.0,36000.0,RENT,5.8,MEDICAL,B,5000.0,9.91,0,0.14,N,5.0,26-35,low-middle,small,5495.5,31000.0,0.1657142857142857,0.14285714285714285,0
35.0,36000.0,RENT,3.0,DEBTCONSOLIDATION,A,5000.0,7.51,0,0.14,N,5.0,26-35,low-middle,small,5375.5,31000.0,0.08571428571428572,0.14285714285714285,0
32.0,42000.0,MORTGAGE,3.0,VENTURE,A,9000.0,7.74,0,0.21,N,8.0,26-35,low-middle,medium,9696.599999999999,33000.0,0.09375,0.25,0
29.0,42000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500.0,7.74,0,0.06,N,7.0,26-35,low-middle,small,2693.5,39500.0,0.3103448275862069,0.2413793103448276,0
27.0,30000.0,RENT,2.0,DEBTCONSOLIDATION,E,5000.0,17.99,1,0.17,Y,10.0,26-35,low-middle,small,5899.5,25000.0,0.07407407407407407,0.37037037037037035,0
29.0,42000.0,MORTGAGE,9.0,EDUCATION,B,8500.0,10.95,0,0.2,N,6.0,26-35,low-middle,medium,9430.75,33500.0,0.3103448275862069,0.20689655172413793,0
27.0,36000.0,RENT,5.0,EDUCATION,B,5000.0,9.63,0,0.14,N,8.0,26-35,low-middle,small,5481.5,31000.0,0.18518518518518517,0.2962962962962963,0
28.0,42000.0,OWN,1.0,VENTURE,C,15000.0,13.47,0,0.36,N,9.0,26-35,low-middle,large,17020.5,27000.0,0.03571428571428571,0.32142857142857145,0
31.0,36000.0,RENT,2.0,MEDICAL,B,5000.0,10.36,0,0.14,N,9.0,26-35,low-middle,small,5518.0,31000.0,0.06451612903225806,0.2903225806451613,0
30.0,36000.0,RENT,2.0,VENTURE,B,5000.0,10.75,0,0.14,N,5.0,26-35,low-middle,small,5537.5,31000.0,0.06666666666666667,0.16666666666666666,0
32.0,36000.0,RENT,2.0,VENTURE,B,5000.0,11.83,0,0.14,N,10.0,26-35,low-middle,small,5591.5,31000.0,0.0625,0.3125,0
29.0,36000.0,RENT,0.0,MEDICAL,C,5000.0,11.065999999999999,0,0.14,Y,5.0,26-35,low-middle,small,5553.3,31000.0,0.0,0.1724137931034483,0
27.0,42000.0,MORTGAGE,2.0,VENTURE,C,20000.0,12.84,0,0.48,Y,7.0,26-35,low-middle,very large,22568.0,22000.0,0.07407407407407407,0.25925925925925924,1
28.0,42000.0,OWN,2.0,MEDICAL,C,6000.0,12.84,0,0.14,N,9.0,26-35,low-middle,medium,6770.400000000001,36000.0,0.07142857142857142,0.32142857142857145,0
30.0,36933.0,RENT,2.0,PERSONAL,C,5000.0,11.91,0,0.14,Y,6.0,26-35,low-middle,small,5595.5,31933.0,0.06666666666666667,0.2,0
32.0,42000.0,OWN,15.0,MEDICAL,B,1800.0,10.2,0,0.04,N,9.0,26-35,low-middle,small,1983.6000000000001,40200.0,0.46875,0.28125,0
29.0,42000.0,MORTGAGE,0.0,VENTURE,A,7500.0,11.014,0,0.18,N,9.0,26-35,low-middle,medium,8326.05,34500.0,0.0,0.3103448275862069,0
32.0,37000.0,RENT,0.0,VENTURE,B,5000.0,11.49,0,0.14,N,7.0,26-35,low-middle,small,5574.5,32000.0,0.0,0.21875,0
32.0,37000.0,RENT,3.0,EDUCATION,B,5000.0,9.62,0,0.14,N,7.0,26-35,low-middle,small,5481.0,32000.0,0.09375,0.21875,0
27.0,36000.0,MORTGAGE,0.0,EDUCATION,A,6825.0,8.32,1,0.19,N,9.0,26-35,low-middle,medium,7392.839999999999,29175.0,0.0,0.3333333333333333,0
32.0,37300.0,RENT,2.0,VENTURE,B,5000.0,12.53,0,0.13,N,9.0,26-35,low-middle,small,5626.5,32300.0,0.0625,0.28125,0
32.0,37500.0,RENT,6.0,MEDICAL,A,5000.0,6.03,0,0.13,N,9.0,26-35,low-middle,small,5301.5,32500.0,0.1875,0.28125,0
27.0,31513.0,RENT,11.0,HOMEIMPROVEMENT,A,5000.0,6.62,1,0.16,N,7.0,26-35,low-middle,small,5331.0,26513.0,0.4074074074074074,0.25925925925925924,0
28.0,36000.0,MORTGAGE,5.0,MEDICAL,E,15450.0,14.248000000000001,1,0.43,N,8.0,26-35,low-middle,very large,17651.316,20550.0,0.17857142857142858,0.2857142857142857,0
32.0,37992.0,RENT,3.0,VENTURE,E,5000.0,16.35,0,0.13,N,5.0,26-35,low-middle,small,5817.5,32992.0,0.09375,0.15625,0
32.0,32000.0,RENT,6.0,DEBTCONSOLIDATION,D,5000.0,18.25,1,0.16,Y,7.0,26-35,low-middle,small,5912.500000000001,27000.0,0.1875,0.21875,0
27.0,36082.0,MORTGAGE,5.0,EDUCATION,A,5000.0,6.62,1,0.14,N,9.0,26-35,low-middle,small,5331.0,31082.0,0.18518518518518517,0.3333333333333333,0
29.0,32000.0,RENT,1.0,PERSONAL,D,5000.0,14.84,1,0.16,N,8.0,26-35,low-middle,small,5742.0,27000.0,0.034482758620689655,0.27586206896551724,0
29.0,42108.0,OWN,0.0,EDUCATION,A,2500.0,8.0,0,0.06,N,5.0,26-35,low-middle,small,2700.0,39608.0,0.0,0.1724137931034483,0
29.0,38000.0,RENT,0.0,MEDICAL,B,5000.0,11.36,0,0.13,N,5.0,26-35,low-middle,small,5568.0,33000.0,0.0,0.1724137931034483,0
27.0,42162.0,OTHER,11.0,VENTURE,A,2400.0,7.74,0,0.06,N,8.0,26-35,low-middle,small,2585.7599999999998,39762.0,0.4074074074074074,0.2962962962962963,0
28.0,42200.0,MORTGAGE,5.0,VENTURE,B,13200.0,11.48,0,0.31,N,8.0,26-35,low-middle,large,14715.36,29000.0,0.17857142857142858,0.2857142857142857,0
29.0,32000.0,RENT,1.0,HOMEIMPROVEMENT,D,5000.0,13.876,1,0.16,N,10.0,26-35,low-middle,small,5693.8,27000.0,0.034482758620689655,0.3448275862068966,0
27.0,38004.0,RENT,8.0,MEDICAL,A,5000.0,9.63,0,0.13,N,10.0,26-35,low-middle,small,5481.5,33004.0,0.2962962962962963,0.37037037037037035,0
28.0,42240.0,OWN,2.0,MEDICAL,B,12000.0,11.86,0,0.28,N,6.0,26-35,low-middle,large,13423.2,30240.0,0.07142857142857142,0.21428571428571427,0
27.0,38250.0,RENT,1.0,MEDICAL,A,5000.0,7.51,0,0.13,N,5.0,26-35,low-middle,small,5375.5,33250.0,0.037037037037037035,0.18518518518518517,0
32.0,38300.0,RENT,4.0,MEDICAL,B,5000.0,10.25,0,0.13,N,9.0,26-35,low-middle,small,5512.5,33300.0,0.125,0.28125,0
28.0,38400.0,RENT,3.0,DEBTCONSOLIDATION,C,5000.0,13.49,0,0.13,Y,6.0,26-35,low-middle,small,5674.5,33400.0,0.10714285714285714,0.21428571428571427,0
31.0,42300.0,OWN,15.0,VENTURE,A,2000.0,6.92,0,0.05,N,9.0,26-35,low-middle,small,2138.3999999999996,40300.0,0.4838709677419355,0.2903225806451613,0
28.0,38400.0,RENT,3.0,EDUCATION,C,5000.0,10.950000000000001,0,0.13,N,5.0,26-35,low-middle,small,5547.5,33400.0,0.10714285714285714,0.17857142857142858,0
27.0,38400.0,RENT,6.0,MEDICAL,B,5000.0,9.88,0,0.13,N,10.0,26-35,low-middle,small,5494.0,33400.0,0.2222222222222222,0.37037037037037035,0
33.0,38500.0,RENT,1.0,DEBTCONSOLIDATION,A,5000.0,7.14,0,0.13,N,10.0,26-35,low-middle,small,5356.999999999999,33500.0,0.030303030303030304,0.30303030303030304,0
28.0,39000.0,RENT,3.0,VENTURE,B,5000.0,10.25,0,0.13,N,10.0,26-35,low-middle,small,5512.5,34000.0,0.10714285714285714,0.35714285714285715,0
27.0,42500.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000.0,13.06,0,0.19,N,5.0,26-35,low-middle,medium,9044.800000000001,34500.0,0.14814814814814814,0.18518518518518517,0
28.0,39516.0,RENT,0.0,EDUCATION,C,5000.0,12.87,0,0.13,N,10.0,26-35,low-middle,small,5643.5,34516.0,0.0,0.35714285714285715,0
34.0,39996.0,RENT,1.0,PERSONAL,A,5000.0,7.51,0,0.13,N,6.0,26-35,low-middle,small,5375.5,34996.0,0.029411764705882353,0.17647058823529413,0
28.0,34000.0,RENT,4.2,PERSONAL,A,5000.0,7.9,1,0.15,N,5.0,26-35,low-middle,small,5395.0,29000.0,0.15,0.17857142857142858,0
27.0,40000.0,RENT,9.0,PERSONAL,A,5000.0,8.49,0,0.13,N,8.0,26-35,low-middle,small,5424.5,35000.0,0.3333333333333333,0.2962962962962963,0
27.0,40000.0,RENT,1.0,MEDICAL,B,5000.0,11.99,0,0.13,N,9.0,26-35,low-middle,small,5599.499999999999,35000.0,0.037037037037037035,0.3333333333333333,0
27.0,40000.0,RENT,3.0,EDUCATION,A,5000.0,7.29,0,0.13,N,5.0,26-35,low-middle,small,5364.5,35000.0,0.1111111111111111,0.18518518518518517,0
35.0,34000.0,RENT,7.0,EDUCATION,D,5000.0,16.32,1,0.15,N,6.0,26-35,low-middle,small,5816.0,29000.0,0.2,0.17142857142857143,0
28.0,34000.0,RENT,1.0,VENTURE,C,5000.0,14.26,1,0.15,Y,9.0,26-35,low-middle,small,5713.0,29000.0,0.03571428571428571,0.32142857142857145,0
34.0,40000.0,RENT,2.0,VENTURE,B,5000.0,12.53,0,0.13,N,10.0,26-35,low-middle,small,5626.5,35000.0,0.058823529411764705,0.29411764705882354,0
35.0,34000.0,RENT,0.0,DEBTCONSOLIDATION,E,5000.0,15.45,1,0.15,Y,6.0,26-35,low-middle,small,5772.5,29000.0,0.0,0.17142857142857143,0
31.0,40000.0,RENT,0.0,VENTURE,B,5000.0,9.45,0,0.13,N,10.0,26-35,low-middle,small,5472.5,35000.0,0.0,0.3225806451612903,0
34.0,42994.0,OWN,7.0,EDUCATION,D,7675.0,13.87,0,0.18,N,8.0,26-35,low-middle,medium,8739.522500000001,35319.0,0.20588235294117646,0.23529411764705882,0
27.0,34040.0,RENT,3.0,MEDICAL,B,5000.0,10.25,1,0.15,N,10.0,26-35,low-middle,small,5512.5,29040.0,0.1111111111111111,0.37037037037037035,0
27.0,40752.0,RENT,6.0,MEDICAL,C,5000.0,13.49,0,0.12,N,8.0,26-35,low-middle,small,5674.5,35752.0,0.2222222222222222,0.2962962962962963,0
35.0,40800.0,RENT,5.0,VENTURE,A,5000.0,6.54,0,0.12,N,5.0,26-35,low-middle,small,5326.999999999999,35800.0,0.14285714285714285,0.14285714285714285,0
27.0,34900.0,RENT,3.0,MEDICAL,E,5000.0,16.7,1,0.14,Y,9.0,26-35,low-middle,small,5835.0,29900.0,0.1111111111111111,0.3333333333333333,0
28.0,35000.0,RENT,0.0,HOMEIMPROVEMENT,A,5000.0,8.9,1,0.14,N,9.0,26-35,low-middle,small,5445.0,30000.0,0.0,0.32142857142857145,0
29.0,41000.0,RENT,3.0,PERSONAL,B,5000.0,11.49,0,0.12,N,9.0,26-35,low-middle,small,5574.5,36000.0,0.10344827586206896,0.3103448275862069,0
31.0,41004.0,RENT,5.0,MEDICAL,D,5000.0,15.28,0,0.12,N,10.0,26-35,low-middle,small,5764.0,36004.0,0.16129032258064516,0.3225806451612903,0
34.0,41600.0,RENT,0.0,PERSONAL,B,5000.0,10.65,0,0.12,N,6.0,26-35,low-middle,small,5532.5,36600.0,0.0,0.17647058823529413,0
28.0,42000.0,RENT,4.0,MEDICAL,A,5000.0,5.42,0,0.12,N,5.0,26-35,low-middle,small,5271.0,37000.0,0.14285714285714285,0.17857142857142858,0
29.0,42000.0,RENT,3.0,MEDICAL,D,5000.0,15.99,0,0.12,Y,6.0,26-35,low-middle,small,5799.5,37000.0,0.10344827586206896,0.20689655172413793,0
35.0,42000.0,RENT,6.0,MEDICAL,A,5000.0,6.99,0,0.12,N,10.0,26-35,low-middle,small,5349.5,37000.0,0.17142857142857143,0.2857142857142857,0
34.0,42000.0,RENT,17.0,VENTURE,B,5000.0,9.132,0,0.12,N,5.0,26-35,low-middle,small,5456.6,37000.0,0.5,0.14705882352941177,0
27.0,42000.0,RENT,1.0,PERSONAL,B,5000.0,10.99,0,0.12,N,10.0,26-35,low-middle,small,5549.500000000001,37000.0,0.037037037037037035,0.37037037037037035,0
28.0,43000.0,MORTGAGE,6.0,VENTURE,A,15000.0,6.03,0,0.35,N,5.0,26-35,low-middle,large,15904.5,28000.0,0.21428571428571427,0.17857142857142858,0
27.0,42000.0,RENT,7.0,MEDICAL,B,5000.0,11.11,0,0.12,N,9.0,26-35,low-middle,small,5555.5,37000.0,0.25925925925925924,0.3333333333333333,0
27.0,42000.0,RENT,7.0,DEBTCONSOLIDATION,A,5000.0,5.42,0,0.12,N,5.0,26-35,low-middle,small,5271.0,37000.0,0.25925925925925924,0.18518518518518517,0
31.0,42000.0,RENT,3.0,MEDICAL,B,5000.0,11.86,0,0.12,N,9.0,26-35,low-middle,small,5593.0,37000.0,0.0967741935483871,0.2903225806451613,0
30.0,42000.0,RENT,2.0,MEDICAL,B,5000.0,14.754000000000001,0,0.12,N,7.0,26-35,low-middle,small,5737.7,37000.0,0.06666666666666667,0.23333333333333334,0
