person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26.0,120000.0,MORTGAGE,5.0,EDUCATION,B,13000.0,10.99,0,0.11,N,2.0
25.0,120000.0,MORTGAGE,7.0,MEDICAL,A,14500.0,7.49,0,0.12,N,4.0
26.0,120000.0,MORTGAGE,10.0,MEDICAL,C,5000.0,13.49,0,0.04,Y,2.0
26.0,120000.0,MORTGAGE,5.0,EDUCATION,A,8000.0,7.29,0,0.07,N,2.0
25.0,120000.0,MORTGAGE,9.0,PERSONAL,A,10000.0,5.42,0,0.08,N,4.0
26.0,50004.0,RENT,3.0,VENTURE,C,15000.0,13.72,0,0.3,Y,4.0
22.0,50004.0,RENT,6.0,VENTURE,D,15000.0,15.05,0,0.3,Y,2.0
23.0,120000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000.0,13.356,0,0.13,N,4.0
23.0,120000.0,MORTGAGE,7.0,EDUCATION,B,18225.0,9.940000000000001,0,0.15,N,3.0
24.0,120000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14000.0,10.74,0,0.12,N,3.0
22.0,44172.0,RENT,4.0,PERSONAL,B,15000.0,10.37,1,0.34,N,3.0
26.0,50400.0,RENT,10.0,HOMEIMPROVEMENT,B,15000.0,10.75,0,0.3,N,2.0
25.0,120000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,28000.0,10.74,0,0.23,N,3.0
25.0,50500.0,RENT,4.0,VENTURE,B,15000.0,11.14,0,0.3,N,4.0
25.0,120000.0,MORTGAGE,9.0,PERSONAL,B,10000.0,10.37,0,0.08,N,3.0
26.0,120000.0,MORTGAGE,10.0,MEDICAL,A,10000.0,5.42,0,0.08,N,2.0
26.0,120000.0,MORTGAGE,0.0,EDUCATION,A,6000.0,8.68,0,0.05,N,2.0
22.0,120000.0,MORTGAGE,2.0,EDUCATION,A,17400.0,7.66,0,0.14,N,2.0
22.0,51000.0,RENT,6.0,DEBTCONSOLIDATION,B,15000.0,11.11,0,0.29,N,4.0
23.0,120000.0,MORTGAGE,7.0,VENTURE,C,6000.0,13.06,0,0.05,N,4.0
25.0,25000.0,OWN,9.0,VENTURE,A,6000.0,7.51,0,0.24,N,2.0
24.0,51000.0,RENT,6.0,MEDICAL,B,15000.0,11.12,0,0.29,N,3.0
23.0,120000.0,MORTGAGE,2.0,PERSONAL,D,24250.0,16.02,0,0.2,Y,4.0
25.0,51000.0,RENT,1.0,VENTURE,C,15000.0,13.48,0,0.29,Y,4.0
23.0,120000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,16000.0,10.37,0,0.13,N,3.0
24.0,120000.0,OWN,8.0,PERSONAL,D,15000.0,15.28,0,0.13,N,3.0
25.0,120000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000.0,9.512,0,0.08,N,2.0
25.0,120000.0,MORTGAGE,2.0,EDUCATION,B,13000.0,9.99,0,0.11,N,4.0
26.0,120000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000.0,13.388,0,0.21,N,3.0
26.0,91800.0,MORTGAGE,10.0,MEDICAL,E,10000.0,16.32,1,0.09,Y,4.0
24.0,51500.0,RENT,8.0,EDUCATION,A,15000.0,8.49,0,0.29,N,2.0
22.0,25000.0,OWN,2.8,VENTURE,A,5000.0,6.03,0,0.2,N,2.0
25.0,25000.0,OWN,2.4,EDUCATION,A,8500.0,6.03,0,0.34,N,2.0
24.0,51996.0,RENT,2.0,MEDICAL,C,15000.0,13.22,0,0.29,N,3.0
26.0,120000.0,MORTGAGE,2.0,EDUCATION,A,10000.0,5.42,0,0.08,N,4.0
24.0,120000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8400.0,13.72,0,0.07,Y,2.0
23.0,46000.0,RENT,3.0,MEDICAL,D,15000.0,16.0,1,0.33,N,4.0
23.0,52000.0,RENT,7.0,VENTURE,C,15000.0,14.26,0,0.29,N,3.0
24.0,120000.0,MORTGAGE,0.0,EDUCATION,D,25000.0,15.2,0,0.21,Y,3.0
25.0,52000.0,RENT,4.0,EDUCATION,B,15000.0,12.18,0,0.29,N,4.0
25.0,120000.0,MORTGAGE,9.0,PERSONAL,C,25000.0,13.72,0,0.21,N,3.0
25.0,120000.0,MORTGAGE,7.0,MEDICAL,A,4000.0,5.42,0,0.03,N,3.0
22.0,52500.0,RENT,2.0,EDUCATION,B,15000.0,10.37,0,0.29,N,3.0
25.0,120000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,9500.0,5.42,0,0.08,N,2.0
23.0,108000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000.0,9.546,1,0.04,N,2.0
23.0,120000.0,MORTGAGE,5.0,EDUCATION,A,14000.0,10.332,0,0.12,N,3.0
24.0,120000.0,MORTGAGE,1.0,MEDICAL,A,3000.0,6.39,0,0.03,N,3.0
23.0,120000.0,MORTGAGE,4.4,VENTURE,A,10000.0,10.188,0,0.08,N,2.0
23.0,120000.0,MORTGAGE,2.0,EDUCATION,A,6000.0,6.76,0,0.05,N,3.0
23.0,120000.0,MORTGAGE,7.0,EDUCATION,C,8000.0,13.61,0,0.07,Y,2.0
24.0,91800.0,MORTGAGE,8.0,MEDICAL,D,15000.0,16.32,1,0.14,Y,2.0
22.0,52596.0,RENT,1.0,PERSONAL,B,15000.0,10.74,0,0.29,N,2.0
26.0,120000.0,MORTGAGE,3.0,PERSONAL,A,4600.0,6.39,0,0.04,N,2.0
23.0,120000.0,MORTGAGE,8.0,MEDICAL,A,10000.0,7.88,0,0.08,N,2.0
26.0,120000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000.0,7.14,0,0.03,N,3.0
24.0,23000.0,RENT,2.0,EDUCATION,C,1600.0,8.348,0,0.07,Y,2.0
23.0,120000.0,MORTGAGE,7.0,EDUCATION,A,10000.0,7.51,0,0.08,N,3.0
23.0,120000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900.0,7.14,0,0.04,N,4.0
24.0,23000.0,RENT,2.0,EDUCATION,A,1600.0,7.68,0,0.07,N,2.0
25.0,25000.0,RENT,1.0,DEBTCONSOLIDATION,B,1600.0,9.99,0,0.06,N,3.0
24.0,120000.0,MORTGAGE,2.0,PERSONAL,A,12000.0,7.51,0,0.1,N,3.0
25.0,25000.0,RENT,4.0,MEDICAL,C,1600.0,12.98,0,0.06,N,3.0
24.0,25000.0,RENT,3.0,PERSONAL,C,1600.0,12.53,0,0.06,N,3.0
26.0,25200.0,RENT,0.0,VENTURE,C,1600.0,13.384,0,0.06,Y,2.0
23.0,26000.0,RENT,1.0,PERSONAL,D,1600.0,16.29,1,0.06,Y,3.0
25.0,120000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000.0,6.76,0,0.05,N,3.0
26.0,120000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000.0,14.59,0,0.08,Y,2.0
22.0,26880.0,RENT,2.0,DEBTCONSOLIDATION,B,1600.0,11.12,0,0.06,N,2.0
22.0,28150.0,RENT,0.0,MEDICAL,A,1600.0,6.39,0,0.06,N,4.0
25.0,28800.0,RENT,2.0,MEDICAL,A,1600.0,6.62,0,0.06,N,2.0
23.0,29124.0,RENT,3.0,EDUCATION,B,1600.0,10.83,0,0.05,N,4.0
26.0,120000.0,MORTGAGE,10.0,PERSONAL,C,10000.0,12.73,0,0.08,N,3.0
26.0,120000.0,OWN,10.0,PERSONAL,C,15000.0,13.11,0,0.13,Y,4.0
25.0,30000.0,RENT,8.0,PERSONAL,D,1600.0,16.29,0,0.05,N,3.0
24.0,91800.0,MORTGAGE,0.0,MEDICAL,C,16000.0,14.22,1,0.15,N,4.0
21.0,120000.0,MORTGAGE,5.0,VENTURE,B,15000.0,10.25,0,0.13,N,2.0
22.0,31000.0,RENT,2.0,MEDICAL,A,1600.0,9.32,0,0.05,N,3.0
26.0,120000.0,MORTGAGE,0.0,PERSONAL,C,20000.0,13.85,0,0.17,N,3.0
23.0,120000.0,MORTGAGE,0.0,PERSONAL,D,25000.0,15.31,0,0.21,N,3.0
24.0,120000.0,OWN,8.0,HOMEIMPROVEMENT,C,21000.0,14.26,0,0.17,Y,2.0
25.0,25000.0,OWN,4.0,MEDICAL,C,17500.0,14.22,0,0.7,N,2.0
26.0,25000.0,OWN,1.0,EDUCATION,B,5000.0,9.88,0,0.2,N,3.0
23.0,29000.0,RENT,0.0,DEBTCONSOLIDATION,A,1600.0,7.88,1,0.06,N,3.0
24.0,37500.0,RENT,2.0,DEBTCONSOLIDATION,C,1600.0,11.03,0,0.04,Y,3.0
26.0,32000.0,RENT,5.0,VENTURE,D,1600.0,14.46,1,0.05,Y,3.0
23.0,120000.0,MORTGAGE,8.0,VENTURE,A,14000.0,8.94,0,0.12,N,3.0
25.0,25000.0,OWN,4.0,VENTURE,B,2000.0,10.99,0,0.08,N,3.0
22.0,25000.0,OWN,6.0,VENTURE,A,13000.0,7.88,0,0.52,N,3.0
23.0,120000.0,MORTGAGE,0.0,PERSONAL,A,17000.0,8.94,0,0.14,N,2.0
24.0,32400.0,RENT,0.0,EDUCATION,C,1600.0,13.98,1,0.05,N,3.0
25.0,120000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000.0,12.236,0,0.17,N,2.0
22.0,120000.0,MORTGAGE,5.0,MEDICAL,A,18000.0,8.94,0,0.15,N,3.0
26.0,120000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,16000.0,8.94,0,0.13,N,2.0
22.0,120000.0,MORTGAGE,3.0,MEDICAL,C,9600.0,13.22,0,0.08,Y,4.0
26.0,120000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,E,20000.0,17.74,0,0.17,Y,3.0
24.0,120000.0,MORTGAGE,8.0,PERSONAL,A,16000.0,10.138,0,0.13,N,3.0
24.0,120000.0,MORTGAGE,1.0,EDUCATION,F,25000.0,18.53,0,0.21,N,2.0
23.0,25000.0,OWN,1.0,EDUCATION,A,8000.0,8.59,0,0.32,N,3.0
26.0,120000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,20000.0,13.79,0,0.17,Y,4.0
23.0,45000.0,RENT,6.0,VENTURE,B,1600.0,10.08,0,0.04,N,4.0
23.0,48000.0,RENT,4.0,EDUCATION,C,1600.0,13.98,0,0.03,N,3.0
24.0,120000.0,MORTGAGE,0.0,VENTURE,B,15200.0,12.21,0,0.13,N,2.0
22.0,48000.0,RENT,1.0,MEDICAL,C,1600.0,14.26,0,0.03,N,4.0
23.0,108000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,18000.0,11.26,1,0.17,N,2.0
23.0,53616.0,RENT,6.0,EDUCATION,B,1600.0,12.42,0,0.03,N,4.0
23.0,120000.0,MORTGAGE,7.0,MEDICAL,B,20000.0,12.21,0,0.17,N,3.0
24.0,120000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000.0,9.63,0,0.13,N,2.0
21.0,51000.0,RENT,5.0,VENTURE,D,1600.0,15.62,1,0.03,N,4.0
23.0,60000.0,RENT,1.0,MEDICAL,C,1600.0,13.99,0,0.03,Y,4.0
24.0,120000.0,MORTGAGE,7.0,EDUCATION,B,2500.0,10.136,0,0.02,N,3.0
21.0,54000.0,RENT,0.0,VENTURE,D,1600.0,14.96,1,0.03,N,4.0
24.0,62000.0,RENT,1.0,MEDICAL,C,1600.0,13.85,0,0.03,Y,4.0
25.0,120000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000.0,11.14,0,0.17,N,4.0
24.0,108000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000.0,13.99,1,0.23,Y,2.0
26.0,120000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,F,25000.0,15.76,0,0.21,N,4.0
23.0,120000.0,MORTGAGE,0.0,EDUCATION,C,23000.0,11.03,0,0.19,N,2.0
26.0,120000.0,MORTGAGE,8.0,EDUCATION,B,25000.0,9.76,0,0.21,N,3.0
24.0,120000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9500.0,11.66,0,0.08,Y,2.0
25.0,120000.0,OWN,3.0,EDUCATION,B,3000.0,10.14,0,0.03,N,3.0
23.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,B,1600.0,11.14,0,0.02,N,4.0
22.0,82000.0,RENT,2.0,EDUCATION,B,1600.0,11.89,0,0.02,N,2.0
22.0,24996.0,OWN,2.0,PERSONAL,B,13000.0,8.88,0,0.52,N,4.0
24.0,120155.0,MORTGAGE,4.0,EDUCATION,A,12000.0,8.228,0,0.1,N,4.0
25.0,12732.0,RENT,2.0,HOMEIMPROVEMENT,C,1550.0,15.27,1,0.12,N,2.0
22.0,120456.0,MORTGAGE,6.0,EDUCATION,D,20000.0,14.96,0,0.17,Y,2.0
21.0,24996.0,OWN,5.0,VENTURE,A,5000.0,7.51,0,0.2,N,2.0
22.0,34480.0,RENT,4.0,VENTURE,D,1550.0,15.21,0,0.04,Y,3.0
25.0,120775.0,OWN,9.0,EDUCATION,C,15000.0,13.11,0,0.12,N,4.0
26.0,26989.0,RENT,2.0,MEDICAL,C,1525.0,15.23,0,0.06,Y,3.0
25.0,121000.0,MORTGAGE,9.0,MEDICAL,B,13600.0,11.99,0,0.11,N,2.0
25.0,121000.0,MORTGAGE,6.0,VENTURE,B,13000.0,11.134,0,0.11,N,2.0
23.0,121000.0,MORTGAGE,4.0,PERSONAL,A,3600.0,5.79,0,0.03,N,4.0
24.0,121000.0,MORTGAGE,0.0,EDUCATION,B,20400.0,10.75,0,0.17,N,2.0
22.0,12000.0,RENT,1.0,VENTURE,A,1500.0,6.99,0,0.13,N,2.0
25.0,121000.0,MORTGAGE,1.0,EDUCATION,B,3600.0,11.83,0,0.03,N,3.0
23.0,24972.0,OWN,3.2,VENTURE,B,2600.0,11.86,0,0.1,N,4.0
23.0,14000.0,RENT,0.0,DEBTCONSOLIDATION,C,1500.0,11.378,0,0.11,Y,4.0
21.0,121352.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7750.0,11.956,0,0.06,N,4.0
23.0,14088.0,RENT,2.0,MEDICAL,B,1500.0,8.88,0,0.11,N,2.0
25.0,121680.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000.0,10.37,0,0.12,N,3.0
22.0,24960.0,OWN,1.2,PERSONAL,A,4525.0,7.51,0,0.18,N,4.0
25.0,14400.0,RENT,0.0,VENTURE,C,1500.0,12.99,1,0.1,Y,2.0
23.0,122000.0,MORTGAGE,7.0,EDUCATION,C,16000.0,13.49,0,0.13,N,2.0
25.0,24864.0,OWN,9.0,VENTURE,B,9000.0,10.085999999999999,0,0.36,N,3.0
25.0,110000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000.0,15.99,1,0.11,N,3.0
22.0,24744.0,OWN,5.0,VENTURE,B,5000.0,11.89,0,0.2,N,2.0
22.0,122000.0,MORTGAGE,6.0,MEDICAL,A,6000.0,6.92,0,0.05,N,2.0
25.0,122000.0,MORTGAGE,1.0,PERSONAL,C,35000.0,13.8,0,0.29,Y,3.0
23.0,122000.0,MORTGAGE,5.0,PERSONAL,A,12000.0,7.29,0,0.1,N,3.0
22.0,24605.0,OWN,3.0,VENTURE,C,10000.0,9.732,0,0.41,Y,2.0
26.0,122000.0,MORTGAGE,4.0,EDUCATION,C,4800.0,8.158000000000001,0,0.04,Y,3.0
22.0,24600.0,OWN,1.0,PERSONAL,B,4750.0,10.0,0,0.19,N,4.0
25.0,122000.0,MORTGAGE,9.0,PERSONAL,C,20000.0,13.23,0,0.16,Y,4.0
26.0,14400.0,RENT,1.0,PERSONAL,B,1500.0,9.25,0,0.1,N,4.0
21.0,15600.0,RENT,2.0,EDUCATION,B,1500.0,11.86,0,0.1,N,2.0
26.0,122000.0,MORTGAGE,10.0,PERSONAL,A,6000.0,7.51,0,0.05,N,2.0
25.0,122000.0,MORTGAGE,8.0,PERSONAL,C,10000.0,13.57,0,0.08,N,4.0
25.0,122000.0,MORTGAGE,1.0,MEDICAL,A,10000.0,8.94,0,0.08,N,4.0
21.0,15874.0,RENT,1.4,EDUCATION,B,1500.0,10.74,0,0.09,N,3.0
23.0,122004.0,MORTGAGE,7.0,EDUCATION,B,11200.0,10.99,0,0.09,N,3.0
25.0,16200.0,RENT,2.0,MEDICAL,A,1500.0,6.91,0,0.09,N,4.0
21.0,17000.0,RENT,0.0,DEBTCONSOLIDATION,E,1500.0,18.64,1,0.09,N,2.0
24.0,94102.0,MORTGAGE,8.0,MEDICAL,C,8475.0,12.99,1,0.08,N,4.0
22.0,18000.0,RENT,0.0,HOMEIMPROVEMENT,E,1500.0,18.64,1,0.08,N,2.0
24.0,123000.0,MORTGAGE,6.0,PERSONAL,C,8000.0,12.68,0,0.07,N,4.0
22.0,123000.0,MORTGAGE,6.0,EDUCATION,A,7000.0,7.51,0,0.06,N,4.0
24.0,123000.0,MORTGAGE,6.0,PERSONAL,B,4750.0,10.99,0,0.04,N,3.0
21.0,18000.0,RENT,6.0,DEBTCONSOLIDATION,C,1500.0,12.61,0,0.08,Y,2.0
26.0,18000.0,RENT,0.0,EDUCATION,B,1500.0,11.36,0,0.08,N,2.0
21.0,18000.0,RENT,3.0,PERSONAL,C,1500.0,12.87,0,0.08,Y,4.0
26.0,111917.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000.0,15.31,1,0.22,N,3.0
26.0,123996.0,MORTGAGE,10.0,MEDICAL,A,2000.0,5.42,0,0.02,N,4.0
25.0,123996.0,OWN,9.0,HOMEIMPROVEMENT,A,10000.0,6.54,0,0.08,N,3.0
23.0,124000.0,MORTGAGE,4.0,MEDICAL,A,16000.0,6.03,0,0.13,N,4.0
21.0,18000.0,RENT,5.0,PERSONAL,B,1500.0,12.18,1,0.08,N,4.0
26.0,18700.0,RENT,2.0,EDUCATION,A,1500.0,5.42,0,0.08,N,4.0
25.0,124000.0,OWN,9.0,MEDICAL,B,2000.0,10.446,0,0.02,N,4.0
24.0,124000.0,MORTGAGE,5.0,EDUCATION,B,12000.0,10.36,0,0.1,N,4.0
22.0,24000.0,OWN,1.0,VENTURE,A,8000.0,7.51,0,0.33,N,3.0
23.0,24000.0,OWN,5.0,VENTURE,A,12000.0,12.728,0,0.5,N,4.0
22.0,124000.0,MORTGAGE,6.0,MEDICAL,C,11000.0,10.26,0,0.09,N,3.0
26.0,112000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000.0,12.53,1,0.18,N,4.0
22.0,18996.0,RENT,1.0,MEDICAL,D,1500.0,12.202000000000002,1,0.08,Y,3.0
26.0,124500.0,MORTGAGE,10.0,PERSONAL,B,6000.0,10.62,0,0.05,N,2.0
26.0,124726.0,MORTGAGE,3.0,PERSONAL,A,15000.0,7.29,0,0.12,N,3.0
23.0,124800.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000.0,6.62,0,0.04,N,3.0
23.0,124800.0,MORTGAGE,4.0,MEDICAL,B,28000.0,10.038,0,0.22,N,2.0
21.0,112800.0,MORTGAGE,2.0,EDUCATION,C,16000.0,13.48,1,0.14,Y,2.0
23.0,124896.0,MORTGAGE,5.0,VENTURE,B,14400.0,10.996,0,0.12,N,2.0
23.0,24000.0,OWN,2.0,VENTURE,C,6000.0,15.23,0,0.25,Y,2.0
23.0,24000.0,OWN,7.0,EDUCATION,A,5000.0,7.49,0,0.21,N,2.0
23.0,125000.0,MORTGAGE,6.0,EDUCATION,A,35000.0,8.9,0,0.28,N,4.0
25.0,125000.0,MORTGAGE,1.0,EDUCATION,B,20000.0,11.71,0,0.16,N,4.0
25.0,125000.0,OWN,9.0,PERSONAL,A,15000.0,7.9,0,0.12,N,3.0
23.0,20004.0,RENT,2.0,DEBTCONSOLIDATION,B,1500.0,9.62,0,0.07,N,3.0
25.0,24000.0,OWN,7.0,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.25,N,3.0
25.0,125000.0,MORTGAGE,1.0,MEDICAL,C,30000.0,14.27,0,0.24,N,4.0
24.0,20160.0,RENT,3.0,MEDICAL,C,1500.0,13.35,0,0.07,N,4.0
22.0,21216.0,RENT,0.0,MEDICAL,B,1500.0,11.86,0,0.07,N,2.0
25.0,125000.0,MORTGAGE,9.0,PERSONAL,B,12000.0,9.91,0,0.1,N,3.0
22.0,24000.0,OWN,0.0,DEBTCONSOLIDATION,D,4200.0,15.62,0,0.17,Y,2.0
24.0,23004.0,RENT,9.0,DEBTCONSOLIDATION,A,1500.0,7.68,0,0.07,N,2.0
22.0,24000.0,RENT,0.0,EDUCATION,E,1500.0,18.79,1,0.06,Y,3.0
21.0,24000.0,RENT,1.0,EDUCATION,A,1500.0,14.11,0,0.06,N,3.0
24.0,24000.0,RENT,1.0,EDUCATION,A,1500.0,14.248,0,0.06,N,3.0
24.0,125000.0,OWN,3.0,HOMEIMPROVEMENT,B,28000.0,9.91,0,0.22,N,3.0
26.0,24000.0,RENT,0.0,EDUCATION,D,1500.0,14.54,1,0.06,Y,4.0
23.0,24000.0,RENT,4.0,VENTURE,B,1500.0,11.49,0,0.06,N,2.0
25.0,96050.0,MORTGAGE,3.0,MEDICAL,E,35000.0,19.29,1,0.31,N,2.0
25.0,125000.0,MORTGAGE,2.0,PERSONAL,B,14000.0,10.066,0,0.11,N,4.0
25.0,125000.0,MORTGAGE,3.0,VENTURE,A,10000.0,5.99,0,0.08,N,3.0
21.0,24000.0,RENT,2.0,EDUCATION,C,1500.0,13.85,0,0.06,Y,4.0
23.0,125000.0,MORTGAGE,7.0,EDUCATION,B,5000.0,8.796,0,0.04,N,2.0
26.0,25000.0,RENT,1.0,DEBTCONSOLIDATION,E,1500.0,14.7,1,0.06,N,2.0
25.0,125000.0,OWN,9.0,PERSONAL,B,25000.0,10.59,0,0.2,N,2.0
26.0,25200.0,RENT,2.0,MEDICAL,C,1500.0,13.49,0,0.06,Y,2.0
26.0,125000.0,OWN,10.0,MEDICAL,A,6000.0,5.42,0,0.05,N,4.0
26.0,125000.0,MORTGAGE,10.0,PERSONAL,A,10200.0,7.49,0,0.08,N,4.0
22.0,26400.0,RENT,6.0,EDUCATION,B,1500.0,11.11,0,0.06,N,3.0
24.0,125000.0,MORTGAGE,2.0,PERSONAL,A,15000.0,7.66,0,0.12,N,3.0
21.0,125000.0,MORTGAGE,2.0,PERSONAL,A,6000.0,5.79,0,0.05,N,2.0
24.0,125000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000.0,10.0,0,0.2,N,2.0
25.0,53000.0,RENT,5.0,EDUCATION,C,15000.0,14.27,0,0.28,Y,2.0
25.0,113000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,5000.0,14.54,1,0.04,Y,2.0
26.0,125000.0,MORTGAGE,4.0,PERSONAL,C,14800.0,8.492,0,0.12,Y,3.0
26.0,113000.0,MORTGAGE,10.0,PERSONAL,A,12000.0,7.29,1,0.11,N,2.0
26.0,53307.0,RENT,5.0,VENTURE,B,15000.0,10.39,0,0.28,N,4.0
25.0,125000.0,MORTGAGE,4.8,EDUCATION,C,8000.0,13.8,0,0.06,N,3.0
25.0,125000.0,MORTGAGE,9.0,PERSONAL,B,12000.0,11.11,0,0.1,N,3.0
23.0,53500.0,RENT,6.0,EDUCATION,C,15000.0,13.47,0,0.28,N,2.0
26.0,48000.0,RENT,1.0,PERSONAL,E,15000.0,18.64,1,0.31,Y,3.0
25.0,48000.0,RENT,9.0,PERSONAL,D,15000.0,17.49,1,0.31,Y,3.0
26.0,125000.0,MORTGAGE,3.0,EDUCATION,D,24000.0,15.28,0,0.19,Y,4.0
23.0,48996.0,RENT,2.0,MEDICAL,D,15000.0,15.99,1,0.31,N,4.0
23.0,54996.0,RENT,8.0,EDUCATION,D,15000.0,14.83,0,0.27,N,2.0
23.0,125000.0,MORTGAGE,7.0,MEDICAL,B,10000.0,9.99,0,0.08,N,2.0
24.0,54996.0,RENT,7.0,MEDICAL,B,15000.0,11.14,0,0.27,N,4.0
25.0,125000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000.0,11.49,0,0.2,N,3.0
26.0,55000.0,RENT,10.0,MEDICAL,B,15000.0,11.12,0,0.27,N,2.0
25.0,125000.0,OWN,4.0,VENTURE,A,12000.0,7.88,0,0.1,N,3.0
23.0,113000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000.0,10.38,1,0.09,N,3.0
22.0,49000.0,RENT,3.0,MEDICAL,D,15000.0,14.61,1,0.31,N,3.0
26.0,125000.0,MORTGAGE,10.0,VENTURE,C,15000.0,13.85,0,0.12,Y,3.0
26.0,125000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,20000.0,13.11,0,0.16,N,2.0
24.0,125000.0,MORTGAGE,8.0,PERSONAL,B,10000.0,10.99,0,0.08,N,3.0
24.0,24000.0,OWN,4.0,VENTURE,B,6400.0,8.88,0,0.27,N,4.0
22.0,55000.0,RENT,1.0,VENTURE,C,15000.0,12.84,0,0.27,N,3.0
21.0,125000.0,MORTGAGE,0.0,PERSONAL,A,10000.0,7.51,0,0.08,N,2.0
24.0,55000.0,RENT,2.0,PERSONAL,A,15000.0,10.746,0,0.27,N,2.0
22.0,24000.0,OWN,1.8,VENTURE,A,1500.0,6.91,0,0.06,N,4.0
24.0,49200.0,RENT,8.0,DEBTCONSOLIDATION,E,15000.0,18.39,1,0.3,Y,4.0
22.0,24000.0,OWN,0.0,MEDICAL,C,5000.0,13.35,0,0.21,N,4.0
26.0,125000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7400.0,12.53,0,0.06,N,2.0
25.0,55315.0,RENT,3.0,EDUCATION,B,15000.0,10.74,0,0.27,N,2.0
24.0,49700.0,RENT,3.0,MEDICAL,E,15000.0,15.68,1,0.3,N,4.0
23.0,96050.0,MORTGAGE,0.0,MEDICAL,F,15000.0,19.13,1,0.13,N,2.0
22.0,24000.0,OWN,2.0,PERSONAL,C,3000.0,13.61,0,0.13,N,2.0
26.0,125000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,16000.0,8.94,0,0.13,N,4.0
22.0,125000.0,MORTGAGE,0.0,PERSONAL,D,25000.0,10.838,0,0.2,Y,2.0
23.0,113000.0,MORTGAGE,0.0,VENTURE,G,19750.0,21.21,1,0.17,N,4.0
22.0,24000.0,OWN,4.0,MEDICAL,C,4750.0,9.994000000000002,0,0.2,Y,4.0
21.0,50000.0,RENT,0.0,HOMEIMPROVEMENT,D,15000.0,15.7,1,0.3,Y,3.0
24.0,56000.0,RENT,1.0,DEBTCONSOLIDATION,C,15000.0,12.87,0,0.27,N,2.0
25.0,125000.0,MORTGAGE,6.0,MEDICAL,A,8000.0,9.63,0,0.06,N,2.0
25.0,125000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,14000.0,14.42,0,0.11,N,4.0
23.0,125000.0,OTHER,4.0,VENTURE,A,7500.0,8.0,0,0.06,N,4.0
22.0,125000.0,MORTGAGE,6.0,VENTURE,B,10000.0,9.84,0,0.08,N,2.0
25.0,125000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12000.0,9.16,0,0.1,Y,3.0
26.0,125000.0,MORTGAGE,4.0,MEDICAL,A,9600.0,5.79,0,0.08,N,2.0
23.0,24000.0,OWN,5.0,EDUCATION,B,7000.0,11.86,0,0.29,N,4.0
25.0,57000.0,RENT,0.0,EDUCATION,C,15000.0,13.85,0,0.26,N,4.0
22.0,24000.0,OWN,3.0,EDUCATION,B,6000.0,11.49,0,0.25,N,4.0
22.0,125004.0,MORTGAGE,6.0,EDUCATION,A,30000.0,7.9,0,0.24,N,2.0
23.0,24000.0,OWN,2.8,VENTURE,B,5000.0,10.38,0,0.21,N,4.0
